incident_url,paragraph_num,description
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-16-3/,1,"The individual was described as male, with a dark complexion, approximately 30 to 40 years old and approximately 178 cm (5’10”). They were wearing a light blue jacket and light blue sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-16-2/,1,"The individual was described as male, with a medium complexion, approximately 30 to 40 years old and approximately 183 cm (6’). They had short black hair. They were wearing a black trench coat, black pants and brown shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-16/,1,"The individual was described as male, with a dark complexion, is 28 years old and approximately 173 cm (5’8”). They had short black wavy hair. They were wearing a black coat, black hoodie, red t-shirt, grey sweatpants, white running shoes and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-9-2/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-9/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-7/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-3-3/,1,"The first individual was described as male, with a dark complexion and approximately 18 to 30 years. They had medium-length black hair. They were wearing a black jacket, dark blue jeans and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-3-3/,2,"The second individual was described as male, with a dark complexion and approximately 18 to 30 years. They were wearing a black jacket, black jeans and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-3-2/,1,"The individual was described as male, with a light complexion, is 38 years old and approximately 178 cm (5’10”). They had medium-length dark brown hair. They were wearing a green jacket, grey sweatpants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-3/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 173 cm (5’8”). They had short dirty blonde hair. They were wearing a black trench coat and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/11/security-incident-november-2/,1,"The individual was described as male, with a dark complexion, is 24 years old and approximately 175 cm (5’9”). They had short black curly hair. They were wearing a beige coat, light green sweater, grey sweatpants and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-28/,1,"The individual was described as male, with a complexion, is 30 to 40 years old and approximately 165 cm (5’5”). They had medium-length hair. They were wearing a blue jacket and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-27-3/,1,"The individual was described as male, with a light complexion, approximately 35 to 45 years old and approximately 185 cm (6’1”). They had red facial hair. They were wearing a red jacket, black sweatpants and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-27-2/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-27/,1,"The individual was described as male, with a light complexion, is 34 years old and approximately 173 cm (5’8”). They had short light brown hair. They were wearing a red toque, black t-shirt, grey sweatpants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-26/,1,"The individual was described as male, with a light complexion and approximately 30 to 35 years old. They had medium-length dark brown hair and a dark brown full beard. They were wearing a black jacket, blue jeans and white shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-26/,2,"Anyone with information is asked to contact police at 416-808-5100, Crime Stoppers anonymously at 416-222-TIPS (8477), or www.222tips.com."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-26/,3,"Update: For more information, including a photo of the individual, please review the Toronto Police Service news release."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-20-2/,1,"The individual was described as male, with a medium complexion, is 33 years old and approximately 170 cm (5’9”). They had medium-length blonde hair. They were wearing a dark blue trench coat, long sleeved shirt, black pants and brown loafers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-20/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-18/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-6-3/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-6-2/,1,"The individual was described as male, with a medium complexion and approximately 180 cm (5’11). They had long black hair. They were wearing black jeans and grey running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/10/security-incident-october-6/,1,"The individual was described as female, with a light complexion and approximately 168 cm (5’6”). They had medium-length black hair. They were wearing a black jacket and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-29-2/,1,"The individual was described as male, with a light complexion, approximately 40 to 60 years old and approximately 178 cm (5’10”). They had white hair and a full beard. They were wearing a green toque, grey jacket, green hoodie and black pants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-29/,1,"The individual was described as male, with a dark complexion and approximately 35 to 40 years old. They were bald. They were wearing a blue hoodie, black jeans and black running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-5/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-4/,1,"The individual was described as male, with a medium complexion, approximately 18 to 24 years old and approximately 178 cm (5’10”). They had medium-length black hair. They were wearing a black baseball hat, black jacket, black hoodie and carrying a black bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-3/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26-2/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-26/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-6/,1,"The individual was described as male, with a medium complexion, approximately 20 to 35 years old and approximately 163 cm (5’4”). They had a black full beard. They were wearing a baseball hat, patterned t-shirt and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-5/,1,"The individual was described as male, with a light complexion and approximately 40 to 45 years old. They had dark brown hair and a full beard. They were wearing a dark green jacket."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-4/,1,"The individual was described as female with a light complexion, approximately 30 to 40 years old and approximately 163 cm (5’4”). They had medium-length red hair. They were wearing a black long sleeved t-shirt, dark blue jeans and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-3/,1,"The individual was described as female, with a medium complexion,  approximately 30 to 35 years of old, and approximately 165 cm (5’5”). They had dark brown hair in a bun. They were wearing a green zip-up sweater, green sweatpants and black running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25-2/,1,"The individual was described as male with a dark complexion, approximately 20 to 35 years old and approximately 175 cm (5’9”). They had short black hair. They were wearing sunglasses, grey baseball hat, dark blue sweater, grey sweatpants and black running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-25/,1,"The individual was described as male, with a medium complexion, approximately 25 to 30 years old and approximately 173 cm (5’8”). They had short black hair. They were wearing a t-shirt, black jeans and black shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-8/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-7/,1,"The individual was described as male, with a medium complexion, approximately 20 to 30 years old, approximately 175 cm (5’9”). They had long black hair in a ponytail. They were wearing a black baseball hat and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/09/security-incident-september-1/,1,"The individual was described as male, with a light complexion, is 51 years old and approximately 175 cm (5’9”). They had medium-length grey hair. They were wearing a grey t-shirt, dark blue pants and carrying a black bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-25-2/,1,"The individual was described as male, with a light complexion, is 35 years old and approximately 163 cm (5’4”). They had short dark brown hair in a bun. They were wearing shorts and carrying a backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-25/,1,"The individual was described as male, with a dark complexion, approximately 30 to 40 years old, approximately 183 cm (6’). They had short black hair. They were wearing a blue jacket, black pants, black shoes and carrying a red bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-23-2/,1,"The individual was described as male, with a light complexion, approximately 25 to 30 years old and approximately 173 cm (5’8”). They were wearing blue jeans and carrying a backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-23/,1,"The individual was described as male, with a light complexion and approximately 173 cm (5’8”). They had short brush cut dark brown hair. They were wearing a black t-shirt and back jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-17/,1,"The individual was described as male, with a dark complexion, is approximately 40 to 49 years old and approximately 183 cm (6’). They had short curly black hair. They were wearing a beige top and grey sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-15/,1,"The individual was described as male, with a light complexion, approximately 50 to 59 years old and approximately 173 cm (5’8”). They had short straight grey hair. They were wearing a pink t-shirt and white jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-14/,1,"The first individual was described as male, with a dark complexion, approximately 20 to 29 years old and approximately 173 cm (5’8”). They had short curly black hair and black chinstrap facial hair. They were wearing a camouflage vest, dark green long sleeve t-shirt, brown cargo pants, black sneakers and were carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-14/,2,"The second individual was described as male, with a light complexion and approximately 20 to 29 years old. They had light brown facial hair. They were wearing a black toque, grey t-shirt and blue sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-3/,1,"The individual was described as male, with a dark complexion and approximately 20 to 30 years old. They had medium-length curly black hair and a black circle beard. They were wearing a black coat and black shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2-4/,1,"The individual was described as female, with a light complexion, is approximately 30 to 40 years old and approximately 170 cm (5’7”). They had long curly dark brown hair. They were wearing a blue sleeveless top and black tights."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2-3/,1,"The individual was described as male, with a light complexion, is 51 years old and approximately 178 cm (5’10”). They had short blonde hair and a blonde circle beard.  They were wearing a black t-shirt and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2-2/,1,"The individual was described as male, with a light complexion, approximately 50 to 60 years old and approximately 173 cm (5’8”). They had a grey full beard. They were wearing a black hat, black t-shirt and brown shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/08/security-incident-august-2/,1,"The individual was described as male, with a light complexion and approximately 178 cm (5’10”). They were topless, wearing black sweatpants and carrying a blanket."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-26-2/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-26/,1,"The individual was described as male, with a light complexion and approximately 183 cm (6’). They had long blonde straight hair and a blonde full beard. They were wearing a t-shirt and jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-21-2/,1,"The individual was described as male, with a light complexion, is 40 years old and approximately 168 cm (5’6”). They had long black wavy hair and a black goatee. They were wearing a black baseball hat, red t-shirt, grey shorts and orange flip-flops."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-21/,1,"The individual was described as male, with a dark complexion and approximately 168 cm (5’6”). They were wearing a blue t-shirt, black sweatpants and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-18-2/,1,"The individual was described as male, with a light complexion, approximately 20 to 30 years old and approximately 173 cm (5’8”). They were wearing a beige hat, black t-shirt, black shorts and carrying a cream side bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-18/,1,"The individual was described as male, with a dark complexion, approximately 30 to 40 years old and approximately 173 cm (5’8”). They had short black hair. They were wearing a white t-shirt, black jeans and carrying a black messenger bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-13-2/,1,"The individual was described as male, with a dark complexion, is approximately 20 to 30 years old and approximately 185 cm (6’1”). They had short black hair. They were wearing a red hoodie and grey pants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-13/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-11/,1,"The individual was described as male, with a medium complexion, is 33 years old and approximately 173 cm (5’8”). They had medium-length curly black hair and a black full beard. They were wearing a gold nose ring, brown jacket, turquoise t-shirt, blue jeans, white sneakers and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/07/security-incident-july-3/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-29-2/,1,"The first individual was described as male, with a light complexion and approximately 175 cm (5’9”). They were wearing a black t-shirt."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-29-2/,2,No description available for the second individual.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-29/,1,"The individual was described as male, with a dark complexion, is 26 years old and approximately 170 cm (5’7”). They had short black hair. They were wearing blue shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-27/,1,"The individual was described as male, with a dark complexion, is 34 years old and approximately 170 cm (5’7”). They were bald with a black full beard. They were wearing a blue hat, black t-shirt and camouflage shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-23/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-13-3/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-13-2/,1,"The individual was described as male, with a dark complexion and approximately 25 to 35 years old. They had a black full beard. They were wearing a black hoodie and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-13/,1,"The first individual was described as male, with a dark complexion and approximately 20 to 30 years old. They were wearing a pink ski mask, white t-shirt, black sneakers and carrying a grey side bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-13/,2,No descriptions available of the other individuals.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9-4/,1,"The individual was described as male, with a dark complexion, approximately 30 to 40 years old and approximately 191 cm (6’3”). They had short black hair and a black full beard. They were wearing a black hoodie, black sweatpants and carrying a black bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9-3/,1,"The individual was described as male, with a light complexion, is 51 years old and approximately 173 cm (5’8”). They had short blonde hair. They were wearing black shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9-2/,1,"The individual was described as male, with a light complexion, approximately 50 to 55 years old and approximately 155 cm (5’1”). They had short blonde hair. They were wearing a grey hoodie and black tights."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9/,1,"The first individual was described as male, with a dark complexion and approximately 20 to 25 years old. They were wearing a black hat, white shirt, black t-shirt, black pants, black shoes and carrying a bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-9/,2,"The second individual was described as male, with a dark complexion, approximately 20 to 25 years old and approximately 168 cm (5’6”) . They were wearing a black baseball hat, black top and turquoise shorts."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-6/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-5/,1,"The individual was described as male, with a light complexion, approximately 20 to 30 years old and approximately 183 cm (6’). They had short dark brown straight hair and dark brown facial hair. They were wearing a grey sleeveless top and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-31/,1,"The individual was described as male, with a light complexion, is 43 years old and approximately 188 cm (6’2”). They had medium-length black hair. They were wearing a white t-shirt and light blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/06/security-incident-june-6-2/,1,"The individual was described as male, with a dark complexion, approximately 20 to 30 years old and approximately 173 cm (5’8”). They had medium-length black hair. They were wearing a multi-coloured coat, tanned shorts and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-30-4/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-30-3/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 175 cm (5’9”). They had short dark brown hair and dark brown facial hair. They were wearing a black hoodie, dark green t-shirt, black jeans and brown sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-30-2/,1,"The individual was described as male, with a light complexion, approximately 35 to 40 years old and approximately 180 cm (5’11”). They had long dark brown hair. They were wearing a black baseball hat, black rain coat, blue jeans and grey boots."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-30/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-19/,1,No descriptions available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-18/,1,"The individual was described as male, with a light complexion, approximately 45 to 55 years old and approximately 170 cm (5’7”). They had short blonde hair and salt/pepper facial hair. They were wearing a red baseball hat, black shirt and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-17/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-12-2/,1,"The individual was described as male, with a light complexion, approximately 40 to 50 years old and approximately 173 cm (5’8”). They were wearing a black baseball hat, grey coat and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-12/,1,"The individual was described as female, with a light complexion, approximately 30 to 40 years old and approximately 170 cm (5’7”). They had medium-length red hair. They were wearing a white hat, beige coat and red tights."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-10-3/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 183 cm (6’). They were wearing a black baseball hat, black hoodie and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-10-2/,1,"The individual was described as male, with a light complexion, approximately 35 to 45 years old and approximately 178 cm (5’10”). They had medium-length dark brown hair. They were wearing a black baseball hat, a black hoodie, light green cargo pants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-10/,1,"The individual was described as male, with a dark complexion, approximately 20 to 30 years old and approximately 178 cm (5’10”). They had black hair. They were wearing a dark blue hoodie, blue jeans, black running shoes and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-8/,1,"The first individual was described as male, with a dark complexion, approximately 20 to 25 years old and approximately 168 cm (5’6”). They had medium-length braided black hair. They were wearing a red and black t-shirt and black sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-8/,2,"The second individual was described as male, with a dark complexion, approximately 20 to 25 years old and approximately 173 cm (5’8”). They had black hair. They were wearing a black baseball hat and black hoodie."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-5/,1,"The individual was described as male, with a light complexion, is 37 years old and approximately 175 cm (5’9”). They had dark brown brush cut hair and dark brown facial hair. They were wearing a red baseball hat, a tan jacket, dark blue zip-up sweater, white t-shirt and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-4/,1,"The individual was described as male, with a medium complexion and approximately 175 cm (5’9”). They had short straight dark brown hair and a dark brown full beard. They were wearing a blue hat and a grey hoodie."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-3/,1,"The individual was described as male, with a medium complexion, approximately 20 to 25 years old and approximately 183 cm (6’). They had medium-length straight black hair and a black full beard. They were wearing a dark hoodie, grey jeans and carrying a black and grey backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/05/security-incident-may-2/,1,"The individual was described as male, with a dark complexion, approximately 18 to 25 years old and approximately 163 cm (5’4”). They had medium-length curly black hair. They were wearing a black coat, grey sweatpants and white sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-27/,1,"The individual was described as male, with a medium complexion, approximately 30 to 40 years old and approximately 180 cm (5’11”). They were wearing a black, blue hoodie, dark blue pants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-25/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 173 cm (5’8”). They had short black hair. They were wearing a black t-shirt, blue jeans and white shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-20-3/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-20-2/,1,"The individual was described as male, with a dark complexion, approximately 35 to 40 years old and approximately 193 cm (6’4”). They had black hair. They were wearing a black jacket, a towel and sandals."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-20/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 183 cm (6’). They had short black hair. They were wearing a black jacket, a hoodie, blue jeans and carrying a grey backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-19-3/,1,"The individual was described as male, with a dark complexion and is 35 years old. They were wearing a black baseball hat, brown jacket and a yellow hoodie."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-19-2/,1,"The individual was described as male, with a light complexion, approximately 30 to 35 years old and approximately 175 cm (5’9”). They had medium-length dark brown hair. They were wearing a brown jacket and grey cargo pants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/04/security-incident-april-19/,1,"The individual was described as male, with a light complexion, is 41 years old and approximately 170 cm (5’7”). They had short dark brown hair. They were topless wearing black sweatpants and black sneakers."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-31-2/,1,"The first individual was described as male, with a dark complexion, approximately 25 to 30 years old and approximately 175 cm (5’9”). They were wearing a green baseball hat, pink jacket, blue cargo pants and beige boots."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-31-2/,2,"The second individual was described as male, with a dark complexion, approximately 18 to 25 years old and approximately 170 cm (5’7”). They were wearing a patterned jacket, black cargo pants, white running shoes and carrying a black backpack."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-31/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-25-4/,1,"The individual was described as male, with a light complexion, is 27 years old and approximately 170 cm (5’7”). They had long dirty blonde hair. They were wearing a black winter coat, black sweatpants and black sneakers, and carrying a black bag."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-25-3/,1,"The individual was described as male, with a dark complexion, is 26 years old and approximately 170 cm (5’7”). They had short black hair. They were wearing a blue golf shirt, blue sweatpants and multi-coloured running shoes."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-25-2/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-25/,1,"The individual was described as male, with a dark complexion, approximately 20 to 40 years old and approximately 175 cm (5’9”). They had short black hair. They were wearing a green hoodie and blue jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-24-2/,1,"The individual was described as male, with a light complexion, approximately 30 to 40 years old and approximately 183 cm (6’). They had short brush cut hair. They were wearing dark clothing, white sneakers and driving a dark coloured Dodge SUV."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-24/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-15/,1,"The individual was described as male, with a light complexion, approximately 20 to 30 years old and approximately 178 cm (5’10”). They had medium-length dark brown hair. They were wearing a green jacket and carrying a hockey stick."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-10/,1,"The individual was described as male, with a dark complexion, approximately 30 to 45 years old and approximately 168 cm (5’6”). They had black hair. They were wearing a black toque and a blue hoodie."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-9/,1,"The individual was described as male, with a dark complexion, is 26 years old and approximately 168 cm (5’6”). They had black hair. They were wearing a grey jacket and black cargo pants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-2-3/,1,No description available.
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-2-2/,1,"The individual was described as male, with a dark complexion, approximately 20 to 30 years old and approximately 163 cm (5’4”). They were wearing a red toque, a black jacket and a multi-coloured t-shirt."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/03/security-incident-march-2/,1,
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/02/security-incident-february-24-2/,1,"The individual was described as male, with a light complexion, approximately 18 to 20 years old and approximately 173 cm (5’8”). They had short black hair. They were wearing an orange toque, grey hoodie and grey sweatpants."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2022/02/security-incident-february-24/,1,"The individual was described as male, with a medium complexion, approximately 30 to 35 years old and approximately 170 cm (5’7”). They had long black hair. They were wearing a black jacket, red sleeveless top and black jeans."
https://www.torontomu.ca/community-safety-security/security-incidents/list-of-security-incidents/2021/12/security-incident-december-16/,1,"The individual was described as male with a dark complexion, 20 years old, and was approximately 175 cm (5’9”). They were wearing a black winter coat, a white t-shirt, black jeans, and white sneakers."
